,Summary,Temperature (C),Apparent Temperature (C),Humidity,Pressure (millibars)
3818,Partly Cloudy,13.344444444444449,13.344444444444449,0.84,1023.3
3821,Mostly Cloudy,15.394444444444446,15.394444444444446,0.68,1022.88
3822,Mostly Cloudy,13.738888888888887,13.738888888888887,0.73,1023.14
3827,Partly Cloudy,24.633333333333336,24.633333333333336,0.34,1022.66
3828,Partly Cloudy,25.95,25.95,0.29,1022.52
3829,Partly Cloudy,26.016666666666666,26.016666666666666,0.29,1022.4
3832,Partly Cloudy,26.06666666666667,26.06666666666667,0.28,1022.0
3833,Partly Cloudy,25.977777777777774,25.977777777777774,0.29,1021.94
3836,Partly Cloudy,21.51666666666667,21.51666666666667,0.42,1022.23
3837,Partly Cloudy,17.89444444444444,17.89444444444444,0.56,1022.52
3838,Clear,16.666666666666668,16.666666666666668,0.7,1022.75
3839,Clear,14.833333333333334,14.833333333333334,0.76,1023.03
3840,Clear,14.400000000000002,14.400000000000002,0.83,1023.23
3841,Clear,12.82777777777778,12.82777777777778,0.86,1023.33
3842,Clear,15.61111111111111,15.61111111111111,0.8,1022.31
3845,Clear,14.11111111111111,14.11111111111111,0.79,1023.34
3846,Clear,15.788888888888891,15.788888888888891,0.76,1023.71
3849,Mostly Cloudy,22.75555555555555,22.75555555555555,0.51,1023.61
3851,Partly Cloudy,25.9,25.9,0.32,1023.5
3857,Clear,27.872222222222224,26.944444444444443,0.29,1021.54
3858,Clear,27.77777777777778,26.988888888888887,0.31,1021.17
3859,Clear,27.24444444444445,26.672222222222224,0.32,1020.98
3860,Clear,24.294444444444448,24.294444444444448,0.44,1021.25
3861,Clear,20.161111111111115,20.161111111111115,0.61,1021.5
3862,Clear,18.433333333333337,18.433333333333337,0.68,1021.9
3863,Clear,16.71666666666667,16.71666666666667,0.77,1022.06
3864,Clear,16.333333333333332,16.333333333333332,0.8,1022.1
3865,Clear,16.266666666666666,16.266666666666666,0.81,1022.07
3866,Clear,17.116666666666667,17.116666666666667,0.86,1021.68
3867,Clear,15.105555555555554,15.105555555555554,0.8,1021.97
3868,Clear,14.6,14.6,0.89,1021.98
3869,Clear,14.711111111111109,14.711111111111109,0.89,1022.43
3870,Clear,16.055555555555557,16.055555555555557,0.81,1022.5
3871,Clear,18.766666666666666,18.766666666666666,0.74,1022.42
3872,Clear,22.694444444444443,22.694444444444443,0.58,1022.57
3873,Clear,26.04444444444444,26.04444444444444,0.45,1022.29
3875,Clear,28.72222222222222,28.09444444444444,0.37,1022.38
3884,Clear,26.45555555555556,26.45555555555556,0.46,1020.37
3887,Clear,20.6,20.6,0.68,1021.32
3894,Mostly Cloudy,17.733333333333334,17.733333333333334,0.9,1017.93
3896,Overcast,17.805555555555557,17.805555555555557,0.96,1018.19
3898,Overcast,18.88888888888889,18.88888888888889,0.93,1018.34
3901,Mostly Cloudy,22.5,22.5,0.8,1018.47
3908,Mostly Cloudy,19.88333333333334,19.88333333333334,0.93,1018.84
3913,Clear,19.066666666666663,19.066666666666663,0.77,1021.4
3914,Clear,19.4,19.4,0.84,1020.88
3917,Clear,16.377777777777776,16.377777777777776,0.89,1021.87
3920,Clear,25.761111111111116,25.761111111111116,0.53,1021.97
3921,Clear,28.811111111111117,28.172222222222217,0.37,1021.7
3923,Clear,30.89444444444445,30.09444444444445,0.35,1022.06
3924,Clear,32.22222222222222,31.47222222222222,0.33,1021.2
3927,Partly Cloudy,32.82777777777778,32.05,0.32,1021.05
3932,Clear,28.216666666666672,28.47222222222222,0.48,1020.04
3933,Clear,25.02777777777778,25.02777777777778,0.62,1020.38
3934,Clear,23.244444444444447,23.244444444444447,0.7,1020.61
3935,Clear,22.25555555555556,22.25555555555556,0.79,1020.75
3936,Clear,19.494444444444447,19.494444444444447,0.84,1020.8
3937,Clear,19.422222222222217,19.422222222222217,0.9,1020.71
3938,Clear,21.27777777777778,21.27777777777778,0.85,1018.96
3939,Clear,17.733333333333334,17.733333333333334,0.9,1020.64
3940,Clear,17.711111111111112,17.711111111111112,0.9,1020.62
3941,Clear,17.47222222222222,17.47222222222222,0.89,1020.76
3942,Clear,16.766666666666666,16.766666666666666,0.93,1020.82
3943,Clear,22.633333333333333,22.633333333333333,0.79,1020.82
3944,Clear,24.98888888888889,24.98888888888889,0.68,1020.94
3945,Clear,27.80555555555556,29.03333333333333,0.59,1020.97
3946,Clear,30.11666666666666,30.86111111111111,0.48,1020.77
3947,Clear,31.99444444444445,31.677777777777774,0.36,1020.73
3949,Partly Cloudy,33.86666666666666,33.16111111111111,0.3,1020.07
3950,Clear,32.794444444444444,32.81111111111111,0.37,1019.75
3952,Partly Cloudy,33.83888888888888,33.48888888888889,0.32,1018.38
3959,Clear,23.93333333333333,23.93333333333333,0.71,1018.76
3960,Clear,22.666666666666668,22.666666666666668,0.79,1018.61
3961,Clear,22.08333333333333,22.08333333333333,0.81,1018.61
3963,Clear,20.444444444444443,20.444444444444443,0.87,1018.41
3964,Clear,19.93333333333333,19.93333333333333,0.87,1018.22
3965,Clear,20.46666666666667,20.46666666666667,0.85,1018.3
3967,Clear,22.672222222222224,22.672222222222224,0.79,1018.18
3968,Clear,24.61111111111111,24.61111111111111,0.7,1018.23
3969,Clear,27.338888888888885,28.90555555555555,0.64,1018.05
3970,Clear,30.07222222222222,31.244444444444444,0.51,1017.95
3971,Clear,31.011111111111106,31.700000000000003,0.45,1018.02
3973,Partly Cloudy,32.849999999999994,32.416666666666664,0.34,1017.15
3974,Partly Cloudy,32.794444444444444,32.18888888888889,0.33,1016.77
3975,Partly Cloudy,33.888888888888886,34.099999999999994,0.35,1016.14
3976,Partly Cloudy,33.888888888888886,33.20555555555555,0.3,1014.97
3977,Partly Cloudy,33.861111111111114,33.96666666666667,0.35,1015.5
3978,Partly Cloudy,32.727777777777774,32.78333333333333,0.37,1014.48
3981,Overcast,22.933333333333334,22.933333333333334,0.73,1018.12
3984,Overcast,20.666666666666668,20.666666666666668,0.83,1016.7
3985,Overcast,21.13333333333334,21.13333333333334,0.79,1016.47
3986,Clear,20.766666666666666,20.766666666666666,0.93,1017.04
3987,Overcast,20.533333333333328,20.533333333333328,0.89,1017.5
3988,Overcast,20.977777777777774,20.977777777777774,0.81,1016.88
3989,Mostly Cloudy,19.899999999999995,19.899999999999995,0.88,1016.28
3994,Partly Cloudy,26.25,26.25,0.64,1017.08
3996,Partly Cloudy,28.05555555555556,29.716666666666665,0.62,1017.25
3998,Partly Cloudy,31.23888888888889,32.916666666666664,0.49,1016.77
4000,Partly Cloudy,31.03888888888889,32.35,0.48,1015.6
4002,Partly Cloudy,28.811111111111117,30.65,0.6,1015.78
4006,Mostly Cloudy,22.80555555555556,22.80555555555556,0.92,1016.9
4010,Clear,19.80555555555556,19.80555555555556,0.92,1018.17
4011,Clear,19.91111111111111,19.91111111111111,0.97,1016.92
4012,Clear,19.88888888888889,19.88888888888889,0.93,1016.73
4013,Clear,19.08888888888889,19.08888888888889,0.96,1017.14
4014,Clear,18.87222222222222,18.87222222222222,1.0,1017.32
4015,Clear,22.577777777777776,22.577777777777776,0.85,1017.3
4016,Clear,24.95555555555556,24.95555555555556,0.78,1017.28
4017,Clear,27.227777777777774,28.78333333333333,0.65,1017.2
4018,Clear,28.938888888888894,30.716666666666672,0.59,1017.28
4019,Clear,31.016666666666666,32.96666666666667,0.52,1017.41
4021,Partly Cloudy,32.22222222222222,34.42777777777778,0.49,1017.36
4028,Mostly Cloudy,23.22222222222222,23.22222222222222,0.77,1016.99
4032,Clear,20.46111111111111,20.46111111111111,0.9,1018.02
4033,Clear,19.4,19.4,0.93,1018.23
4034,Clear,20.35,20.35,0.93,1016.95
4035,Clear,19.283333333333328,19.283333333333328,0.93,1018.13
4036,Clear,18.772222222222226,18.772222222222226,0.93,1017.74
4037,Partly Cloudy,18.172222222222217,18.172222222222217,0.97,1017.76
4038,Clear,18.77777777777778,18.77777777777778,0.93,1017.82
4039,Clear,21.02777777777777,21.02777777777777,0.87,1017.82
4047,Clear,32.70555555555556,32.86666666666666,0.38,1015.78
4050,Partly Cloudy,32.02777777777778,31.744444444444444,0.37,1015.19
4052,Partly Cloudy,26.48888888888889,26.48888888888889,0.64,1015.83
4053,Partly Cloudy,23.97777777777777,23.97777777777777,0.74,1016.2
4054,Partly Cloudy,22.800000000000004,22.800000000000004,0.82,1016.62
4055,Clear,21.59444444444445,21.59444444444445,0.85,1016.74
4056,Clear,21.666666666666668,21.666666666666668,0.87,1016.91
4057,Clear,20.07222222222222,20.07222222222222,0.92,1016.83
4058,Clear,20.25,20.25,0.95,1016.36
4059,Clear,19.466666666666672,19.466666666666672,0.96,1016.73
4060,Clear,18.96111111111111,18.96111111111111,0.96,1016.45
4061,Clear,19.188888888888894,19.188888888888894,0.92,1016.49
4062,Clear,20.00555555555556,20.00555555555556,0.99,1016.45
4063,Clear,22.64444444444445,22.64444444444445,0.84,1016.54
4064,Clear,24.71111111111112,24.71111111111112,0.76,1016.68
4065,Clear,27.127777777777776,29.02777777777778,0.69,1016.73
4066,Clear,28.838888888888885,30.694444444444443,0.6,1016.91
4067,Clear,30.02777777777778,32.46666666666667,0.58,1017.05
4068,Partly Cloudy,31.08333333333333,32.416666666666664,0.48,1016.9
4071,Partly Cloudy,32.488888888888894,33.42222222222222,0.42,1015.54
4074,Partly Cloudy,32.19444444444444,32.3,0.39,1014.8
4081,Clear,20.6,20.6,0.9,1016.33
4082,Partly Cloudy,20.9,20.9,0.95,1013.9
4083,Clear,20.511111111111116,20.511111111111116,0.9,1015.93
4084,Clear,19.92777777777778,19.92777777777778,0.93,1015.92
4086,Clear,19.98333333333333,19.98333333333333,0.93,1016.12
4090,Partly Cloudy,30.00555555555556,30.15555555555555,0.44,1016.2
4091,Partly Cloudy,31.966666666666672,31.63888888888889,0.36,1016.3
4096,Mostly Cloudy,32.611111111111114,32.84444444444445,0.38,1014.3
4098,Mostly Cloudy,31.061111111111103,32.416666666666664,0.48,1013.58
4101,Mostly Cloudy,25.0,25.0,0.79,1013.8
4103,Partly Cloudy,23.8,23.8,0.86,1013.76
4104,Mostly Cloudy,22.666666666666668,22.666666666666668,0.9,1013.63
4106,Clear,20.794444444444448,20.794444444444448,0.87,1010.08
4107,Clear,20.372222222222224,20.372222222222224,0.93,1013.0
4108,Clear,20.4,20.4,0.97,1012.82
4109,Clear,19.53888888888889,19.53888888888889,0.95,1012.8
4110,Clear,19.916666666666664,19.916666666666664,0.93,1012.63
4111,Clear,23.62222222222222,23.62222222222222,0.85,1012.62
4112,Clear,26.755555555555556,27.96666666666667,0.63,1012.66
4113,Clear,28.71111111111112,29.97777777777777,0.56,1012.6
4114,Clear,30.95555555555556,31.61111111111111,0.45,1012.68
4115,Partly Cloudy,31.988888888888887,31.738888888888887,0.37,1012.39
4122,Partly Cloudy,32.23888888888889,31.58333333333333,0.34,1009.1
4124,Clear,27.58888888888889,28.666666666666668,0.58,1008.96
4129,Clear,22.066666666666663,22.066666666666663,0.77,1009.41
4131,Clear,20.444444444444443,20.444444444444443,0.87,1009.22
4133,Clear,19.416666666666668,19.416666666666668,0.92,1008.98
4134,Clear,19.938888888888886,19.938888888888886,0.93,1008.7
4141,Partly Cloudy,32.77777777777778,32.9388888888889,0.37,1008.06
4144,Partly Cloudy,32.800000000000004,32.93333333333333,0.37,1006.36
4147,Partly Cloudy,29.90555555555555,30.738888888888887,0.49,1005.78
4148,Partly Cloudy,27.42777777777778,28.522222222222226,0.59,1006.41
4154,Overcast,18.3,18.3,0.94,1020.05
4155,Overcast,18.28333333333333,18.28333333333333,0.93,1019.9
4156,Overcast,18.28333333333333,18.28333333333333,0.92,1020.08
4157,Overcast,17.755555555555556,17.755555555555556,0.97,1020.38
4158,Overcast,17.755555555555556,17.755555555555556,0.97,1020.69
4162,Overcast,18.81666666666667,18.81666666666667,0.9,1021.62
4163,Overcast,18.883333333333333,18.883333333333333,0.88,1021.85
4164,Overcast,19.95,19.95,0.83,1022.1
4165,Mostly Cloudy,21.016666666666666,21.016666666666666,0.78,1022.0
4168,Overcast,22.68888888888889,22.68888888888889,0.67,1020.83
4169,Overcast,22.63888888888889,22.63888888888889,0.66,1020.74
4171,Overcast,21.088888888888885,21.088888888888885,0.79,1020.61
4172,Overcast,20.200000000000003,20.200000000000003,0.82,1020.76
4175,Mostly Cloudy,16.961111111111112,16.961111111111112,0.92,1021.16
4176,Mostly Cloudy,19.327777777777783,19.327777777777783,0.91,1008.33
4180,Partly Cloudy,17.783333333333335,17.783333333333335,0.97,1009.45
4182,Mostly Cloudy,17.805555555555557,17.805555555555557,0.97,1010.29
4183,Mostly Cloudy,19.88888888888889,19.88888888888889,0.88,1010.5
4184,Mostly Cloudy,21.16111111111111,21.16111111111111,0.87,1010.5
4185,Mostly Cloudy,22.22222222222222,22.22222222222222,0.81,1010.52
4189,Mostly Cloudy,27.266666666666666,28.827777777777776,0.65,1011.29
4193,Partly Cloudy,28.744444444444444,29.58888888888889,0.52,1010.71
4194,Partly Cloudy,26.266666666666666,26.266666666666666,0.68,1010.79
4196,Partly Cloudy,24.39444444444444,24.39444444444444,0.72,1011.42
4199,Partly Cloudy,21.65555555555556,21.65555555555556,0.86,1012.68
4201,Partly Cloudy,19.97777777777777,19.97777777777777,0.96,1013.13
4202,Clear,19.08888888888889,19.08888888888889,0.93,1012.45
4203,Clear,18.33333333333333,18.33333333333333,0.97,1013.22
4204,Clear,17.783333333333335,17.783333333333335,0.97,1013.13
4205,Clear,18.33888888888889,18.33888888888889,0.97,1013.2
4206,Clear,17.788888888888884,17.788888888888884,0.99,1013.33
4207,Clear,19.98888888888889,19.98888888888889,0.99,1013.32
4208,Clear,22.80555555555556,22.80555555555556,0.84,1013.67
4211,Partly Cloudy,28.86666666666666,29.561111111111103,0.51,1013.77
4214,Mostly Cloudy,31.077777777777776,30.77777777777778,0.38,1012.96
4215,Mostly Cloudy,31.061111111111103,30.77777777777778,0.38,1012.4
4216,Mostly Cloudy,31.15555555555555,30.822222222222223,0.38,1012.06
4218,Overcast,31.03888888888889,30.39444444444444,0.36,1011.4
4219,Mostly Cloudy,28.883333333333333,29.38888888888889,0.49,1011.37
4224,Partly Cloudy,16.67222222222222,16.67222222222222,0.97,1021.12
4225,Mostly Cloudy,15.650000000000002,15.650000000000002,0.96,1021.3
4226,Clear,15.377777777777778,15.377777777777778,0.92,1022.62
4229,Mostly Cloudy,14.694444444444445,14.694444444444445,0.98,1021.92
4239,Partly Cloudy,26.088888888888885,26.088888888888885,0.37,1021.98
4246,Partly Cloudy,17.733333333333334,17.733333333333334,0.85,1022.42
4249,Partly Cloudy,16.11111111111111,16.11111111111111,0.97,1023.01
4250,Clear,15.216666666666663,15.216666666666663,0.95,1023.2
4251,Clear,13.961111111111112,13.961111111111112,0.96,1023.01
4252,Clear,13.405555555555557,13.405555555555557,0.96,1023.01
4255,Clear,18.71111111111112,18.71111111111112,0.9,1023.42
4256,Clear,21.822222222222223,21.822222222222223,0.66,1023.53
4257,Clear,23.86666666666666,23.86666666666666,0.54,1023.9
4258,Partly Cloudy,26.016666666666666,26.016666666666666,0.47,1024.01
4271,Partly Cloudy,18.166666666666668,18.166666666666668,0.82,1023.12
4272,Clear,16.6,16.6,0.9,1023.21
4273,Clear,16.044444444444444,16.044444444444444,0.93,1023.21
4274,Clear,18.061111111111117,18.061111111111117,0.8,1019.79
4275,Clear,14.444444444444445,14.444444444444445,0.96,1023.3
4276,Partly Cloudy,14.911111111111111,14.911111111111111,0.96,1023.01
4286,Partly Cloudy,29.866666666666667,28.950000000000003,0.34,1021.92
4288,Partly Cloudy,28.911111111111115,28.000000000000004,0.33,1020.75
4289,Partly Cloudy,29.8,28.883333333333333,0.34,1020.29
4292,Partly Cloudy,25.38888888888889,25.38888888888889,0.48,1019.04
4294,Clear,20.46111111111111,20.46111111111111,0.72,1019.98
4295,Clear,20.611111111111107,20.611111111111107,0.72,1019.85
4296,Clear,19.261111111111116,19.261111111111116,0.75,1019.59
4297,Clear,18.244444444444447,18.244444444444447,0.79,1019.39
4298,Clear,19.261111111111116,19.261111111111116,0.78,1016.12
4299,Clear,18.172222222222217,18.172222222222217,0.82,1018.78
4300,Clear,17.66111111111111,17.66111111111111,0.85,1018.39
4301,Clear,17.17777777777778,17.17777777777778,0.88,1018.35
4302,Clear,17.68888888888889,17.68888888888889,0.85,1018.39
4303,Clear,21.02777777777777,21.02777777777777,0.74,1018.56
4304,Clear,23.50555555555556,23.50555555555556,0.64,1018.68
4305,Clear,26.022222222222226,26.022222222222226,0.54,1018.37
4306,Clear,26.20555555555556,26.20555555555556,0.52,1018.07
4307,Clear,28.772222222222226,28.45,0.41,1017.85
4308,Clear,29.97777777777777,29.077777777777783,0.34,1017.17
4311,Partly Cloudy,31.11111111111111,30.177777777777774,0.33,1015.67
4313,Partly Cloudy,31.022222222222226,29.561111111111103,0.28,1014.67
4319,Clear,22.43333333333333,22.43333333333333,0.6,1015.42
4320,Clear,21.46111111111111,21.46111111111111,0.66,1015.5
4321,Clear,20.85555555555556,20.85555555555556,0.7,1015.61
4323,Clear,18.75,18.75,0.79,1015.31
4324,Clear,16.71666666666667,16.71666666666667,0.87,1015.41
4325,Clear,15.833333333333334,15.833333333333334,0.92,1015.84
4326,Clear,18.75555555555556,18.75555555555556,0.85,1016.11
4327,Clear,22.022222222222226,22.022222222222226,0.69,1016.11
4328,Partly Cloudy,23.62777777777778,23.62777777777778,0.63,1016.3
4329,Clear,24.98333333333333,24.98333333333333,0.55,1016.38
4330,Clear,27.15555555555555,27.422222222222224,0.48,1016.38
4331,Clear,27.677777777777774,27.855555555555554,0.47,1016.52
4333,Partly Cloudy,29.95,29.688888888888886,0.4,1015.9
4337,Clear,31.016666666666666,30.29444444444444,0.35,1014.95
4340,Partly Cloudy,22.800000000000004,22.800000000000004,0.7,1016.07
4342,Partly Cloudy,20.533333333333328,20.533333333333328,0.78,1017.02
4347,Clear,17.17777777777778,17.17777777777778,0.93,1017.5
4348,Clear,16.688888888888886,16.688888888888886,0.93,1017.5
4349,Clear,16.41111111111111,16.41111111111111,0.93,1017.87
4350,Partly Cloudy,17.22222222222222,17.22222222222222,0.93,1017.92
4352,Partly Cloudy,22.16666666666667,22.16666666666667,0.77,1018.17
4356,Partly Cloudy,28.88888888888889,29.05555555555556,0.46,1018.41
4357,Partly Cloudy,30.0,29.66111111111111,0.4,1018.21
4359,Partly Cloudy,29.694444444444443,29.18333333333333,0.38,1016.99
4363,Partly Cloudy,20.522222222222226,20.522222222222226,0.77,1018.99
4371,Clear,7.155555555555556,4.594444444444446,0.86,1017.05
4373,Partly Cloudy,5.699999999999999,5.699999999999999,0.89,1017.99
4375,Partly Cloudy,8.866666666666667,7.327777777777777,0.89,1018.41
4376,Mostly Cloudy,11.083333333333336,11.083333333333336,0.77,1018.85
4377,Partly Cloudy,12.761111111111113,12.761111111111113,0.72,1018.92
4382,Mostly Cloudy,17.805555555555557,17.805555555555557,0.44,1018.0
4384,Overcast,17.244444444444444,17.244444444444444,0.38,1017.2
4385,Overcast,17.283333333333335,17.283333333333335,0.43,1016.96
4387,Overcast,15.02222222222222,15.02222222222222,0.6,1016.74
4389,Mostly Cloudy,12.77777777777778,12.77777777777778,0.76,1016.87
4392,Mostly Cloudy,10.75,10.75,0.92,1020.81
4393,Mostly Cloudy,10.705555555555556,10.705555555555556,0.89,1020.43
4398,Mostly Cloudy,12.161111111111111,12.161111111111111,0.87,1018.08
4399,Clear,12.316666666666668,12.316666666666668,0.93,1018.25
4403,Overcast,13.711111111111112,13.711111111111112,0.91,1018.47
4404,Overcast,11.172222222222222,11.172222222222222,0.93,1018.85
4406,Mostly Cloudy,11.183333333333334,11.183333333333334,0.87,1019.86
4407,Mostly Cloudy,12.388888888888888,12.388888888888888,0.86,1019.52
4409,Mostly Cloudy,13.016666666666667,13.016666666666667,0.81,1019.73
4412,Partly Cloudy,11.422222222222224,11.422222222222224,0.9,1020.45
4416,Mostly Cloudy,8.93888888888889,8.13888888888889,0.96,1022.61
4427,Partly Cloudy,15.97222222222222,15.97222222222222,0.73,1027.23
4428,Mostly Cloudy,16.255555555555553,16.255555555555553,0.72,1027.22
4435,Partly Cloudy,20.07222222222222,20.07222222222222,0.67,1026.42
4437,Partly Cloudy,15.094444444444449,15.094444444444449,0.87,1027.02
4439,Partly Cloudy,13.52777777777778,13.52777777777778,0.9,1028.1
4440,Partly Cloudy,12.783333333333331,12.783333333333331,0.96,1027.84
4441,Partly Cloudy,11.644444444444446,11.644444444444446,0.96,1027.65
4442,Mostly Cloudy,13.333333333333334,13.333333333333334,0.93,1023.78
4447,Clear,15.983333333333336,15.983333333333336,0.87,1026.83
4452,Partly Cloudy,23.81666666666667,23.81666666666667,0.53,1026.21
4456,Mostly Cloudy,24.00555555555555,24.00555555555555,0.53,1024.6
4458,Mostly Cloudy,22.89444444444444,22.89444444444444,0.48,1023.72
4462,Mostly Cloudy,16.688888888888886,16.688888888888886,0.84,1023.63
4468,Overcast,15.072222222222225,15.072222222222225,0.9,1022.59
4471,Mostly Cloudy,17.68888888888889,17.68888888888889,0.71,1022.73
4472,Mostly Cloudy,18.649999999999995,18.649999999999995,0.66,1022.51
4474,Mostly Cloudy,21.04444444444444,21.04444444444444,0.47,1022.46
4477,Mostly Cloudy,22.77777777777778,22.77777777777778,0.44,1021.75
4481,Mostly Cloudy,22.938888888888894,22.938888888888894,0.41,1020.26
4482,Mostly Cloudy,22.22222222222222,22.22222222222222,0.46,1019.84
4489,Partly Cloudy,11.738888888888887,11.738888888888887,0.9,1019.63
4494,Mostly Cloudy,13.822222222222225,13.822222222222225,0.84,1018.62
4502,Mostly Cloudy,20.55555555555556,20.55555555555556,0.6,1016.87
4503,Partly Cloudy,22.68888888888889,22.68888888888889,0.48,1016.21
4509,Partly Cloudy,16.12777777777778,16.12777777777778,0.78,1016.44
4511,Mostly Cloudy,15.938888888888888,15.938888888888888,0.68,1017.38
4512,Mostly Cloudy,14.422222222222224,14.422222222222224,0.8,1017.7
4513,Mostly Cloudy,13.861111111111112,13.861111111111112,0.83,1017.35
4514,Clear,14.383333333333333,14.383333333333333,0.87,1018.45
4516,Partly Cloudy,11.177777777777775,11.177777777777775,0.89,1017.05
4524,Partly Cloudy,22.872222222222224,22.872222222222224,0.5,1017.82
4525,Partly Cloudy,23.98333333333333,23.98333333333333,0.45,1017.91
4527,Partly Cloudy,25.07222222222222,25.07222222222222,0.42,1017.51
4529,Partly Cloudy,25.161111111111115,25.161111111111115,0.45,1017.63
4531,Mostly Cloudy,23.005555555555556,23.005555555555556,0.56,1017.69
4533,Mostly Cloudy,20.11666666666666,20.11666666666666,0.63,1017.92
4534,Mostly Cloudy,17.87777777777778,17.87777777777778,0.77,1018.41
4535,Partly Cloudy,17.01111111111111,17.01111111111111,0.82,1018.56
4537,Clear,14.494444444444447,14.494444444444447,0.9,1018.79
4538,Clear,15.266666666666664,15.266666666666664,0.92,1018.19
4542,Partly Cloudy,13.922222222222224,13.922222222222224,0.92,1018.89
4545,Partly Cloudy,23.93888888888889,23.93888888888889,0.58,1018.24
4546,Partly Cloudy,26.088888888888885,26.088888888888885,0.42,1018.48
4550,Partly Cloudy,27.78333333333333,27.27777777777777,0.37,1018.35
4551,Partly Cloudy,28.88888888888889,27.96666666666667,0.33,1017.67
4553,Partly Cloudy,28.827777777777776,28.166666666666668,0.37,1017.17
4555,Partly Cloudy,27.28888888888889,27.47222222222222,0.47,1016.29
4557,Partly Cloudy,20.18333333333333,20.18333333333333,0.73,1017.28
4559,Partly Cloudy,18.95555555555556,18.95555555555556,0.81,1017.67
4562,Partly Cloudy,18.616666666666667,18.616666666666667,0.92,1017.27
4563,Clear,15.555555555555555,15.555555555555555,0.93,1017.47
4569,Partly Cloudy,25.02777777777778,25.02777777777778,0.58,1018.06
4570,Partly Cloudy,27.2,28.005555555555556,0.56,1017.87
4571,Partly Cloudy,27.72777777777777,28.005555555555556,0.48,1017.99
4572,Partly Cloudy,28.88888888888889,29.33333333333333,0.48,1017.95
4577,Clear,30.050000000000004,29.3,0.36,1016.07
4578,Clear,28.95555555555556,29.15555555555556,0.46,1015.59
4581,Mostly Cloudy,22.89444444444444,22.89444444444444,0.78,1016.39
4582,Partly Cloudy,22.25,22.25,0.8,1016.7
4583,Partly Cloudy,21.5,21.5,0.82,1016.85
4585,Partly Cloudy,19.4,19.4,0.87,1016.73
4586,Partly Cloudy,19.288888888888888,19.288888888888888,0.91,1017.63
4588,Partly Cloudy,17.733333333333334,17.733333333333334,0.93,1017.6
4590,Clear,19.91111111111111,19.91111111111111,0.93,1018.11
4591,Partly Cloudy,22.62222222222222,22.62222222222222,0.79,1018.08
4594,Partly Cloudy,24.899999999999995,24.899999999999995,0.74,1018.66
4602,Partly Cloudy,27.89444444444444,29.133333333333333,0.58,1016.95
4603,Partly Cloudy,27.82222222222222,29.88333333333334,0.66,1016.59
4606,Partly Cloudy,21.71111111111111,21.71111111111111,0.87,1017.67
4610,Clear,21.15555555555555,21.15555555555555,0.89,1015.35
4611,Partly Cloudy,18.81666666666667,18.81666666666667,0.97,1017.5
4614,Clear,20.00555555555556,20.00555555555556,0.93,1016.78
4615,Clear,22.68888888888889,22.68888888888889,0.84,1016.68
4617,Partly Cloudy,27.15555555555555,27.41111111111111,0.48,1016.56
4619,Partly Cloudy,28.72222222222222,28.98333333333333,0.47,1016.26
4624,Partly Cloudy,31.161111111111115,32.488888888888894,0.48,1014.86
4625,Clear,31.08333333333333,32.30555555555556,0.48,1014.45
4626,Partly Cloudy,30.09444444444445,32.644444444444446,0.58,1014.35
4627,Clear,27.98333333333333,30.11666666666666,0.66,1014.18
4628,Clear,26.71666666666667,28.127777777777776,0.66,1014.33
4631,Clear,22.17222222222222,22.17222222222222,0.86,1015.08
4632,Overcast,13.194444444444445,13.194444444444445,0.65,1016.19
4633,Overcast,11.205555555555556,11.205555555555556,0.82,1016.61
4635,Overcast,10.627777777777778,10.627777777777778,0.88,1015.2
4636,Overcast,10.555555555555555,10.555555555555555,0.92,1014.4
4637,Overcast,10.58888888888889,10.58888888888889,0.93,1013.51
4639,Overcast,9.97777777777778,7.211111111111109,0.93,1013.02
4644,Overcast,11.044444444444444,11.044444444444444,1.0,1009.53
4645,Overcast,12.083333333333334,12.083333333333334,0.93,1009.17
4646,Overcast,12.122222222222222,12.122222222222222,0.99,1008.79
4653,Overcast,11.138888888888888,11.138888888888888,0.93,1010.48
4656,Clear,21.55555555555556,21.55555555555556,0.9,1015.19
4657,Clear,20.494444444444444,20.494444444444444,0.9,1014.9
4658,Partly Cloudy,18.883333333333333,18.883333333333333,0.92,1016.48
4659,Clear,19.88888888888889,19.88888888888889,0.97,1014.53
4660,Partly Cloudy,19.311111111111117,19.311111111111117,0.97,1014.52
4663,Partly Cloudy,22.62777777777778,22.62777777777778,0.8,1014.74
4664,Partly Cloudy,24.75555555555556,24.75555555555556,0.69,1015.01
4665,Partly Cloudy,27.666666666666668,29.327777777777783,0.64,1015.04
4666,Partly Cloudy,29.77777777777778,33.00555555555555,0.63,1015.14
4669,Partly Cloudy,28.033333333333328,29.75,0.62,1015.43
4671,Partly Cloudy,30.13888888888889,31.338888888888885,0.5,1014.63
4676,Partly Cloudy,24.48333333333333,24.48333333333333,0.67,1015.31
4677,Partly Cloudy,22.37777777777778,22.37777777777778,0.8,1016.29
4680,Clear,19.488888888888887,19.488888888888887,0.9,1016.89
4681,Clear,18.4,18.4,0.93,1016.82
4684,Clear,16.71111111111111,16.71111111111111,0.97,1016.23
4686,Partly Cloudy,18.82222222222222,18.82222222222222,0.93,1016.7
4689,Partly Cloudy,25.09444444444445,25.09444444444445,0.73,1017.17
4695,Overcast,30.13888888888889,31.350000000000005,0.51,1015.84
